0,1,2,3,4
0.5119047,0.509804,0.56338024,0.29559746,0.12698413
0.27380955,0.31372547,0.35211268,0.11949685,0.055555556
0.5952382,0.60784316,0.7042253,0.10377358,0.3571429
0.42857146,0.509804,0.4225352,0.38050312,0.12698413
0.5833334,0.509804,0.7042253,0.35849056,0.1825397
0.48809528,0.60784316,0.7042253,0.30503142,0.26190478
0.57142854,0.60784316,0.4225352,0.6383648,0.3730159
0.39285707,0.60784316,0.35211268,0.21069182,0.19841272
0.5833334,0.509804,0.4225352,0.35849056,0.26190478
0.15476191,0.21568632,0.35211268,0.25471696,0.06349206
0.66666687,0.7058823,0.56338024,0.20754717,0.21428573
0.33333337,0.31372547,0.14084503,0.1100629,0.07142858
0.38095248,0.41176462,0.35211268,0.26729557,0.031746034
0.5357144,0.60784316,0.6338028,0.30188677,0.2936508
0.66666687,0.60784316,0.6338028,0.26729557,0.64285713
0.5119047,0.60784316,0.56338024,0.10062893,0.07142858
0.72619057,0.60784316,0.7042253,0.5062893,0.15873016
0.35714293,0.31372547,0.21126762,0.23270439,0.4603175
0.46428573,0.509804,0.56338024,0.5157233,0.20634922
0.33333337,0.31372547,0.4225352,0.21069182,0.23015875
0.4404763,0.509804,0.6338028,0.45283017,0.32539684
0.654762,0.41176462,0.4225352,0.47169808,0.19047621
0.23809528,0.31372547,0.35211268,0.18867925,0.07936509
0.66666687,0.7058823,0.7042253,0.30188677,0.19841272
0.46428573,0.21568632,0.28169015,0.48427668,0.07936509
0.23809528,0.509804,0.35211268,0.16037735,0.15079366
0.32142866,0.509804,0.35211268,0.44025156,0.07142858
0.3452381,0.60784316,0.35211268,0.25471696,0.16666669
0.30952382,0.21568632,0.4225352,0.36477986,0.2857143
0.7500001,0.60784316,0.56338024,0.30503142,0.54761904
0.27380955,0.31372547,0.21126762,0.1918239,0.06349206
0.47619057,0.60784316,0.4225352,0.12893082,0.3650794
0.48809528,0.41176462,0.6338028,0.6603774,0.1825397
0.5595238,0.80392146,0.98591554,0.735849,0.5793651
0.63095236,0.7058823,0.7042253,0.46540877,0.19047621
0.2976191,0.31372547,0.4225352,0.30503142,0.07142858
0.28571427,0.31372547,0.28169015,0.29559746,0.0873016
0.4523809,0.7058823,0.6338028,0.06603773,0.15079366
0.63095236,0.60784316,0.7042253,0.48113206,0.64285713
0.4523809,0.7058823,0.7042253,0.23899372,0.095238104
0.5595238,0.60784316,0.56338024,0.2861635,0.19841272
0.52380955,0.7058823,0.7042253,0.1163522,0.0873016
0.30952382,0.21568632,0.21126762,0.44654086,0.13492064
0.5357144,0.60784316,0.6338028,0.44654086,0.26984128
0.654762,0.80392146,0.8450705,0.34591192,0.23809525
0.32142866,0.21568632,0.35211268,0.23270439,0.095238104
0.5119047,0.41176462,0.4225352,0.18238993,0.06349206
0.5833334,0.41176462,0.49295774,0.088050306,0.15873016
0.73809516,0.509804,0.4225352,0.38679242,0.34920636
0.39285707,0.509804,0.35211268,0.33018866,0.42857146
0.28571427,0.11764693,0.14084503,0.40566036,0.15079366
0.41666675,0.41176462,0.6338028,0.6194969,0.19841272
0.5119047,0.7058823,0.6338028,0.28930816,0.32539684
0.6071429,0.509804,0.56338024,0.27044022,0.53174603
0.3452381,0.31372547,0.4225352,0.47484273,0.14285715
0.27380955,0.31372547,0.49295774,0.22327043,0.03968254
0.25,0.21568632,0.35211268,0.28930816,0.16666669
0.5119047,0.90196085,0.77464795,0.3742138,0.1746032
0.5357144,0.60784316,0.56338024,0.8584905,0.39682543
0.66666687,0.60784316,0.56338024,0.38993707,0.13492064
0.28571427,0.509804,0.35211268,0.10062893,0.07142858
0.6904762,0.7058823,0.6338028,0.663522,0.12698413
0.21428573,0.509804,0.56338024,0.44025156,0.07142858
0.4404763,0.41176462,0.28169015,0.163522,0.07936509
0.76190484,0.41176462,0.4225352,0.5345912,0.24603176
0.63095236,0.80392146,0.7042253,0.6257862,0.19047621
0.47619057,0.509804,0.6338028,0.26729557,0.26984128
0.71428585,0.509804,0.56338024,0.39937106,0.2936508
0.82142866,0.509804,0.6338028,0.38364777,0.93650794
0.5476191,0.60784316,0.77464795,0.39622638,0.14285715
0.5000001,0.60784316,0.49295774,0.43396223,0.26984128
0.61904764,0.60784316,0.6338028,0.23584904,0.12698413
0.20238101,0.41176462,0.35211268,0.106918246,0.10317461
0.48809528,0.509804,0.49295774,0.25471696,0.15873016
0.5119047,0.60784316,0.7042253,0.3742138,0.25396827
0.48809528,0.60784316,0.6338028,0.3333333,0.21428573
0.38095248,0.21568632,0.4225352,0.39308172,0.44444448
0.26190484,0.21568632,0.35211268,0.12578617,0.0873016
0.5595238,0.60784316,0.7042253,0.49371067,0.32539684
0.63095236,0.509804,0.6338028,0.42767292,0.43650797
0.2976191,0.21568632,0.28169015,0.25471696,0.07142858
0.22619045,0.509804,0.28169015,0.17295597,0.07936509
0.63095236,0.60784316,0.49295774,0.31132072,0.12698413
0.5595238,0.60784316,0.6338028,0.3207547,0.50793654
0.17857146,0.509804,0.35211268,0.18238993,0.0873016
0.1428572,0.41176462,0.4225352,0.12893082,0.0873016
0.23809528,0.31372547,0.28169015,0.11320755,0.0873016
0.702381,0.60784316,0.7042253,0.1981132,0.20634922
0.654762,0.60784316,0.4225352,0.48113206,0.095238104
0.21428573,0.31372547,0.4225352,0.11949685,0.1746032
0.6071429,0.7058823,0.77464795,0.8930817,0.30952382
0.654762,0.509804,0.6338028,0.5628931,0.25396827
0.6428572,0.60784316,0.49295774,0.21698113,0.10317461
0.5952382,0.509804,0.56338024,0.30817607,0.13492064
0.63095236,0.509804,0.7042253,0.30503142,0.6984127
0.7500001,0.60784316,0.77464795,0.43396223,0.26190478
0.3452381,0.31372547,0.35211268,0.13522013,0.0873016
0.46428573,0.509804,0.4225352,0.24842767,0.45238099
0.20238101,0.21568632,0.49295774,0.5440252,0.15873016
0.5952382,0.60784316,0.56338024,0.39308172,0.468254
0.39285707,0.31372547,0.21126762,0.2044025,0.11111112
0.39285707,0.509804,0.56338024,0.754717,0.22222224
0.57142854,0.90196085,0.7042253,0.22327043,0.2857143
0.57142854,0.509804,0.4225352,0.21698113,0.26190478
0.28571427,0.21568632,0.35211268,0.3616352,0.16666669
0.28571427,0.509804,0.4225352,0.1509434,0.19047621
0.57142854,0.80392146,0.49295774,0.22955973,0.1825397
0.5833334,0.41176462,0.4225352,0.2924528,0.15079366
0.5476191,0.7058823,0.77464795,0.23584904,0.0873016
0.5000001,0.509804,0.56338024,0.5220126,0.1746032
0.4404763,0.31372547,0.35211268,0.30817607,0.07142858
0.702381,0.509804,0.56338024,0.33647797,0.63492066
0.4404763,0.60784316,0.4225352,0.43396223,0.2857143
0.8690475,0.60784316,0.7042253,0.48427668,0.32539684
0.67857134,0.41176462,0.6338028,0.9025157,0.34126985
0.654762,0.7058823,0.7042253,0.45283017,0.25396827
0.38095248,0.41176462,0.28169015,0.07232705,0.13492064
0.67857134,0.60784316,0.6338028,0.42138362,0.15079366
0.67857134,0.60784316,0.6338028,0.21069182,0.40476194
0.702381,0.7058823,0.7042253,0.6320755,0.3015873
0.5476191,0.7058823,0.6338028,0.32389936,0.7777778
0.28571427,0.31372547,0.35211268,0.29874212,0.13492064
0.5833334,0.60784316,0.8450705,0.16666667,0.26190478
0.6428572,0.7058823,0.6338028,0.34276727,0.468254
0.4523809,0.31372547,0.49295774,0.18867925,0.2936508
0.63095236,0.60784316,0.4225352,0.106918246,0.11904763
0.654762,0.509804,0.49295774,0.47169808,0.2777778
0.5952382,0.509804,0.6338028,0.9528302,0.5873016
0.52380955,0.60784316,0.7042253,0.735849,0.25396827
0.32142866,0.31372547,0.35211268,0.27358487,0.07142858
0.32142866,0.21568632,0.35211268,0.163522,0.16666669
0.6071429,0.7058823,0.6338028,0.6415094,0.26984128
0.7500001,0.41176462,0.4225352,0.24213837,0.11904763
0.7500001,0.509804,0.56338024,0.7893082,0.30952382
0.5357144,0.7058823,0.7042253,0.9496855,0.25396827
0.2976191,0.21568632,0.35211268,0.20125785,0.14285715
0.5357144,0.80392146,0.915493,0.24842767,0.0873016
0.17857146,0.31372547,0.28169015,0.088050306,0.14285715
0.5952382,0.509804,0.56338024,0.41194966,0.2777778
0.23809528,0.509804,0.35211268,0.14779875,0.07936509
0.52380955,0.80392146,0.6338028,0.081761,0.0873016
0.5833334,0.41176462,0.49295774,0.2578616,0.15873016
0.42857146,0.60784316,0.8450705,0.7138365,0.23015875
0.30952382,0.80392146,0.56338024,0.4496855,0.13492064
0.5476191,0.60784316,0.35211268,0.1981132,0.095238104
0.32142866,0.31372547,0.4225352,0.2798742,0.11111112
0.5000001,0.60784316,0.35211268,0.2798742,0.15873016
0.42857146,0.41176462,0.56338024,0.46540877,0.12698413
0.6071429,0.7058823,0.77464795,0.46540877,0.2857143
0.25,0.21568632,0.35211268,0.23270439,0.095238104
0.42857146,0.31372547,0.4225352,0.48113206,0.11904763
0.5833334,0.41176462,0.6338028,0.9150943,0.5
0.654762,0.60784316,0.6338028,0.3679245,0.6031746
0.47619057,0.80392146,0.77464795,0.8899371,0.468254
0.71428585,0.80392146,0.49295774,0.15408805,0.26984128
0.32142866,0.11764693,0.28169015,0.5849057,0.15873016
0.20238101,0.509804,0.28169015,0.088050306,0.0873016
0.5595238,0.7058823,0.7042253,0.663522,0.42063496
0.32142866,0.41176462,0.35211268,0.30817607,0.26190478
0.7857145,0.509804,0.6338028,0.5849057,0.34126985
0.4523809,0.21568632,0.28169015,0.39622638,0.26190478
0.27380955,0.41176462,0.4225352,0.18553458,0.23809525
0.90476215,0.41176462,0.56338024,0.39937106,0.26190478
0.47619057,0.509804,0.4225352,0.5188679,0.24603176
0.654762,0.60784316,0.6338028,0.5880503,0.22222224
0.47619057,0.41176462,0.6338028,0.20754717,0.0873016
0.23809528,0.41176462,0.35211268,0.1981132,0.2936508
0.41666675,0.11764693,0.4225352,0.17924528,0.25396827
0.80952394,0.60784316,0.6338028,0.4025157,0.34126985
0.4404763,0.60784316,0.915493,0.31132072,0.82539684
0.702381,0.60784316,0.77464795,0.33018866,0.7698413
0.46428573,0.60784316,0.49295774,0.2515723,0.34126985
0.46428573,0.509804,0.77464795,0.7044025,0.30952382
0.23809528,0.41176462,0.28169015,0.23584904,0.04761905
0.3452381,0.21568632,0.35211268,0.11949685,0.06349206
0.7500001,0.7058823,0.35211268,0.24528302,0.15873016
0.6428572,0.7058823,0.7042253,0.6603774,0.26984128
0.6904762,0.509804,0.4225352,0.35849056,0.25396827
0.76190484,0.509804,0.77464795,0.7924528,0.7063492
0.6071429,0.7058823,0.7042253,0.44025156,0.23809525
0.28571427,0.21568632,0.35211268,0.31761006,0.11904763
0.8333334,0.60784316,0.7042253,0.42452827,0.33333334
0.32142866,0.7058823,0.49295774,0.6226415,0.34126985
0.5952382,0.509804,0.4225352,0.18238993,0.06349206
0.3452381,0.31372547,0.28169015,0.1918239,0.21428573
0.33333337,0.21568632,0.21126762,0.1918239,0.07936509
0.52380955,0.7058823,0.6338028,0.30817607,0.44444448
0.6428572,0.60784316,0.6338028,0.9622641,0.33333334
0.4047619,0.019607782,0.35211268,0.42767292,0.11904763
0.5833334,0.41176462,0.56338024,0.17924528,0.22222224
0.36904764,0.509804,0.56338024,0.2578616,0.11904763
0.5000001,0.90196085,0.98591554,0.5031447,0.33333334
0.6071429,0.7058823,0.6338028,0.509434,0.24603176
0.77380955,0.60784316,0.8450705,0.46855342,0.6825397
0.47619057,0.60784316,0.56338024,0.07861635,0.11111112
0.61904764,0.41176462,0.4225352,0.43396223,0.3571429
0.35714293,0.31372547,0.6338028,0.1981132,0.19047621
0.32142866,0.509804,0.35211268,0.1509434,0.095238104
0.5476191,0.60784316,0.8450705,0.5062893,0.32539684
0.5357144,0.31372547,0.6338028,0.22012578,0.21428573
0.5833334,0.509804,0.6338028,0.47798738,0.1746032
0.39285707,0.31372547,0.35211268,0.28301886,0.06349206
0.5119047,0.60784316,0.6338028,0.21069182,0.15079366
0.35714293,0.60784316,0.4225352,0.654088,0.26984128
0.22619045,0.21568632,0.4225352,0.22955973,0.0873016
0.28571427,0.31372547,0.4225352,0.2798742,0.0873016
0.4404763,0.7058823,0.49295774,0.16981132,0.10317461
0.63095236,0.60784316,0.4225352,0.27672955,0.2777778
0.5833334,0.7058823,0.6338028,0.24528302,0.15873016
0.35714293,0.41176462,0.35211268,0.26729557,0.0873016
0.57142854,0.60784316,0.49295774,0.6320755,0.26190478
0.25,0.11764693,0.35211268,0.44025156,0.10317461
0.42857146,0.509804,0.49295774,0.49371067,0.15079366
0.21428573,0.31372547,0.28169015,0.1572327,0.16666669
0.047619104,0.21568632,0.28169015,0.5251572,0.11904763
0.47619057,0.41176462,0.4225352,0.47484273,0.15079366
0.17857146,0.21568632,0.21126762,0.14779875,0.07142858
0.5357144,0.60784316,0.7042253,0.9025157,0.1825397
0.4404763,0.21568632,0.28169015,0.15408805,0.095238104
0.6428572,0.509804,0.6338028,0.29874212,0.26190478
0.38095248,0.31372547,0.21126762,0.106918246,0.07936509
0.72619057,0.60784316,0.6338028,0.34591192,0.15873016
0.67857134,0.60784316,0.7042253,0.48427668,0.14285715
0.09523809,0.21568632,0.35211268,0.35220122,0.20634922
0.61904764,0.41176462,0.56338024,0.47169808,0.54761904
0.46428573,0.7058823,0.7042253,0.28301886,0.21428573
0.61904764,0.509804,0.56338024,0.35534588,0.19841272
0.5357144,0.7058823,0.77464795,0.6320755,0.11111112
0.702381,0.509804,0.49295774,0.20125785,0.2857143
0.63095236,0.31372547,0.35211268,0.43081757,0.3571429
0.6428572,0.60784316,0.77464795,0.4496855,0.23809525
0.5595238,0.60784316,0.7042253,0.31446537,0.2777778
0.57142854,0.509804,0.35211268,0.1100629,0.13492064
0.30952382,0.41176462,0.4225352,0.18867925,0.07142858
0.67857134,0.60784316,0.56338024,0.48742136,0.24603176
0.5119047,0.60784316,0.7042253,0.35534588,0.3571429
0.4047619,0.80392146,0.77464795,0.572327,0.20634922
0.66666687,0.80392146,0.77464795,0.18553458,0.25396827
0.61904764,0.7058823,0.6338028,0.5534591,0.44444448
0.4047619,0.509804,0.49295774,0.31132072,0.12698413
0.32142866,0.11764693,0.21126762,0.30817607,0.15873016
0.5119047,0.60784316,0.4225352,0.39308172,0.56349206
0.5119047,0.60784316,0.77464795,0.24528302,0.38888893
0.5595238,0.509804,0.4225352,0.30817607,0.9444445
0.654762,0.7058823,0.56338024,0.35220122,0.8492064
0.5595238,0.60784316,0.28169015,0.28301886,0.22222224
0.11904764,0.11764693,0.4225352,0.27044022,0.11111112
0.4404763,0.21568632,0.35211268,0.34905657,0.16666669
0.5952382,0.41176462,0.49295774,0.48113206,0.22222224
0.42857146,0.21568632,0.14084503,0.10377358,0.07936509
0.20238101,0.41176462,0.35211268,0.2924528,0.11111112
0.46428573,0.7058823,0.7042253,0.6006289,0.21428573
0.57142854,0.60784316,0.6338028,0.5188679,0.31746033
0.61904764,0.80392146,0.8450705,0.23270439,0.19047621
0.6428572,0.60784316,0.4225352,0.43081757,0.07936509
0.57142854,0.509804,0.49295774,0.35849056,0.20634922
0.38095248,0.21568632,0.4225352,0.2515723,0.07936509
0.26190484,0.31372547,0.21126762,0.23899372,0.26190478
0.5476191,0.60784316,0.6338028,0.28301886,0.12698413
0.41666675,0.21568632,0.28169015,0.16037735,0.15079366
0.72619057,0.60784316,0.6338028,0.5188679,0.7380953
0.47619057,0.60784316,0.49295774,0.6006289,0.23809525
0.6428572,0.509804,0.49295774,0.43396223,0.3650794
0.5833334,0.60784316,0.56338024,0.6132075,0.23015875
0.702381,0.60784316,0.6338028,0.5974843,0.8095238
0.13095236,0.41176462,0.6338028,0.21698113,0.07142858
0.52380955,0.509804,0.28169015,0.35534588,0.15873016
0.25,0.21568632,0.4225352,0.094339624,0.10317461
0.5357144,0.509804,0.35211268,0.33018866,0.40476194
0.4523809,0.41176462,0.28169015,0.21383648,0.5793651
0.5000001,0.509804,0.56338024,0.26729557,0.23809525
0.25,0.509804,0.35211268,0.18553458,0.13492064
0.6904762,0.60784316,0.6338028,0.5220126,0.23015875
0.48809528,0.60784316,0.4225352,0.5157233,0.15079366
0.16666663,0.31372547,0.4225352,0.25471696,0.095238104
0.15476191,0.41176462,0.4225352,0.26415092,0.06349206
0.5000001,0.509804,0.35211268,0.24842767,0.16666669
0.5595238,0.7058823,0.49295774,0.34591192,0.16666669
0.26190484,0.31372547,0.35211268,0.25471696,0.0873016
0.33333337,0.60784316,0.28169015,0.3616352,0.25396827
0.5952382,0.7058823,0.6338028,0.7044025,0.3571429
0.654762,0.509804,0.77464795,0.21383648,0.15079366
0.27380955,0.41176462,0.35211268,0.13207547,0.16666669
0.2976191,0.509804,0.49295774,0.6226415,0.24603176
0.48809528,0.31372547,0.4225352,0.21698113,0.13492064
0.35714293,0.31372547,0.49295774,0.21698113,0.11904763
0.5000001,0.509804,0.6338028,0.46226412,0.3730159
0.107142925,0.509804,0.35211268,0.6006289,0.22222224
0.57142854,0.509804,0.56338024,0.6352201,0.21428573
0.46428573,0.80392146,0.7042253,0.6257862,0.15873016
0.66666687,0.509804,0.56338024,0.24842767,0.56349206
0.36904764,0.31372547,0.35211268,0.094339624,0.04761905
0.52380955,0.7058823,0.7042253,0.5597484,0.25396827
0.5000001,0.509804,0.49295774,0.6006289,0.38095242
0.33333337,0.31372547,0.21126762,0.26729557,0.07142858
0.38095248,0.11764693,0.35211268,0.2798742,0.07142858
0.6904762,0.7058823,0.56338024,0.30188677,0.34920636
0.5952382,0.60784316,0.56338024,0.8459119,0.38888893
0.8928572,0.509804,0.49295774,0.3679245,0.1825397
0.5952382,0.41176462,0.6338028,0.4433962,0.63492066
0.36904764,0.41176462,0.4225352,0.2861635,0.2857143
0.23809528,0.31372547,0.21126762,0.29874212,0.10317461
0.5952382,0.509804,0.4225352,0.591195,0.10317461
0.76190484,0.7058823,0.7042253,0.7704402,0.44444448
0.5119047,0.60784316,0.4225352,0.6069182,0.40476194
0.32142866,0.509804,0.49295774,0.23270439,0.11111112
0.5119047,0.7058823,0.4225352,0.21069182,0.15079366
0.5000001,0.7058823,0.98591554,0.28930816,0.13492064
0.4523809,0.509804,0.56338024,0.5849057,0.43650797
0.28571427,0.41176462,0.49295774,0.10062893,0.03968254
0.5833334,0.60784316,0.49295774,0.1100629,0.12698413
0.5595238,0.60784316,0.4225352,0.20125785,0.11904763
0.5119047,0.60784316,0.6338028,0.21069182,0.10317461
0.5952382,0.7058823,0.6338028,0.2515723,0.095238104
0.35714293,0.41176462,0.35211268,0.591195,0.0873016
0.52380955,0.7058823,0.7042253,0.3207547,0.81746036
0.47619057,0.509804,0.49295774,0.33018866,0.25396827
0.5476191,0.509804,0.49295774,0.754717,0.41269845
0.5119047,0.7058823,0.49295774,0.26415092,0.2857143
0.5595238,0.11764693,0.35211268,0.30188677,0.10317461
0.4047619,0.21568632,0.4225352,0.24842767,0.12698413
0.5833334,0.60784316,0.49295774,0.1163522,0.24603176
0.63095236,0.509804,0.7042253,0.46540877,0.14285715
0.46428573,0.41176462,0.21126762,0.43710688,0.8809524
0.6071429,0.7058823,0.6338028,0.18553458,0.07142858
0.76190484,0.80392146,0.4225352,0.27672955,0.11904763
0.71428585,0.60784316,0.77464795,0.42138362,0.3650794
0.46428573,0.509804,0.56338024,0.38993707,0.23015875
0.4404763,0.509804,0.49295774,0.33018866,0.07936509
0.19047618,0.21568632,0.35211268,0.21069182,0.095238104
0.67857134,0.7058823,0.915493,0.7704402,0.14285715
0.5119047,0.7058823,0.7042253,0.30503142,0.25396827
0.21428573,0.21568632,0.28169015,0.17924528,0.15079366
0.702381,0.509804,0.4225352,0.5157233,0.25396827
0.73809516,0.80392146,0.98591554,0.5220126,0.3571429
0.5119047,0.7058823,0.4225352,0.084905654,0.07142858
0.26190484,0.31372547,0.28169015,0.18238993,0.0873016
0.33333337,0.31372547,0.4225352,0.44025156,0.1825397
0.27380955,0.31372547,0.28169015,0.13836478,0.15079366
0.5833334,0.7058823,0.7042253,0.49371067,0.15079366
0.5476191,0.31372547,0.28169015,0.20754717,0.2857143
0.36904764,0.31372547,0.21126762,0.05345912,0.06349206
0.41666675,0.21568632,0.28169015,0.3742138,0.16666669
0.8571428,0.7058823,0.7042253,0.31446537,0.3730159
0.73809516,0.7058823,0.56338024,0.6257862,0.19047621
0.654762,0.80392146,0.7042253,0.6792453,0.54761904
0.33333337,0.21568632,0.28169015,0.34276727,0.11904763
0.77380955,0.7058823,0.915493,0.5849057,0.39682543
0.63095236,0.41176462,0.56338024,0.26415092,0.3650794
0.5119047,0.90196085,0.915493,0.6415094,0.8730159
0.5833334,0.509804,0.56338024,0.7421384,0.7063492
0.5833334,0.7058823,0.56338024,0.39308172,0.5
0.26190484,0.41176462,0.4225352,0.24213837,0.12698413
0.63095236,0.60784316,0.7042253,0.6823899,0.67460316
0.47619057,0.60784316,0.56338024,0.5188679,0.31746033
0.5952382,0.41176462,0.4225352,0.8113207,0.2777778
0.36904764,0.21568632,0.35211268,0.48427668,0.1746032
0.023809552,0.41176462,0.35211268,0.097484276,0.16666669
0.4523809,0.509804,0.4225352,0.1981132,0.38888893
0.36904764,0.31372547,0.14084503,0.081761,0.095238104
0.5119047,0.7058823,0.4225352,0.15408805,0.20634922
0.61904764,0.60784316,0.49295774,0.19496855,0.1746032
0.16666663,0.509804,0.4225352,0.122641504,0.0873016
0.5595238,0.509804,0.49295774,0.45283017,0.2777778
0.52380955,0.60784316,0.6338028,0.43081757,0.13492064
0.30952382,0.31372547,0.8450705,0.29874212,0.22222224
0.35714293,0.31372547,0.28169015,0.122641504,0.095238104
0.32142866,0.21568632,0.14084503,0.24213837,0.11111112
0.30952382,0.41176462,0.28169015,0.18238993,0.055555556
0.4047619,0.31372547,0.21126762,0.18238993,0.0873016
0.47619057,0.41176462,0.35211268,0.49371067,0.1825397
0.5476191,0.509804,0.49295774,0.38993707,0.21428573
0.5595238,0.80392146,0.56338024,0.48113206,0.21428573
0.26190484,0.31372547,0.28169015,0.5408805,0.19047621
0.67857134,0.509804,0.49295774,0.31132072,0.24603176
0.6071429,0.509804,0.35211268,0.3333333,0.12698413
0.6071429,0.60784316,0.77464795,0.7610063,0.15079366
0.66666687,0.509804,0.49295774,0.5377358,0.25396827
0.5595238,0.60784316,0.35211268,0.5691824,0.39682543
0.19047618,0.21568632,0.35211268,0.3679245,0.21428573
0.22619045,0.41176462,0.35211268,0.18867925,0.07936509
0.5595238,0.7058823,0.56338024,0.23270439,0.14285715
0.5357144,0.7058823,0.4225352,0.44654086,0.21428573
0.28571427,0.31372547,0.35211268,0.13207547,0.07936509
0.42857146,0.7058823,0.56338024,0.47484273,0.19841272
0.67857134,0.41176462,0.49295774,0.17924528,0.20634922
0.33333337,0.21568632,0.21126762,0.24213837,0.11111112
0.47619057,0.60784316,0.77464795,0.5062893,0.1825397
0.5595238,0.41176462,0.56338024,0.7138365,0.12698413
0.48809528,0.509804,0.56338024,0.4496855,0.40476194
0.23809528,0.31372547,0.4225352,0.41194966,0.11904763
0.5119047,0.60784316,0.49295774,0.1509434,0.15079366
0.46428573,0.31372547,0.56338024,0.23270439,0.22222224
0.33333337,0.41176462,0.4225352,0.6981132,0.1746032
0.52380955,0.509804,0.7042253,0.17924528,0.12698413
0.5833334,0.7058823,0.7042253,0.44654086,0.26984128
0.16666663,0.31372547,0.35211268,0.1163522,0.19047621
0.52380955,0.509804,0.28169015,0.12578617,0.04761905
0.5119047,0.60784316,0.6338028,0.33647797,0.53968257
0.5119047,0.31372547,0.4225352,0.15408805,0.9047619
0.4404763,0.31372547,0.4225352,0.35534588,0.12698413
0.5833334,0.509804,0.49295774,0.6981132,0.15873016
0.33333337,0.11764693,0.28169015,0.17924528,0.11904763
0.63095236,0.41176462,0.49295774,0.327044,0.2777778
0.5119047,0.509804,0.49295774,0.18553458,0.1825397
0.63095236,0.60784316,0.49295774,0.6981132,0.73015875
0.52380955,0.60784316,0.6338028,0.1981132,0.11904763
0.22619045,0.31372547,0.56338024,0.47169808,0.21428573
0.47619057,0.509804,0.6338028,0.8899371,0.45238099
0.46428573,0.60784316,0.56338024,0.30503142,0.32539684
0.52380955,0.7058823,0.7042253,0.3742138,0.19047621
0.46428573,0.31372547,0.35211268,0.2798742,0.5714286
0.36904764,0.31372547,0.4225352,0.28930816,0.12698413
0.5476191,0.7058823,0.6338028,0.5849057,0.23015875
0.52380955,0.7058823,0.6338028,0.26415092,0.34920636
0.33333337,0.31372547,0.35211268,0.097484276,0.055555556
0.39285707,0.41176462,0.28169015,0.163522,0.0873016
0.5476191,0.80392146,0.6338028,0.38050312,0.34920636
0.4523809,0.31372547,0.4225352,0.2861635,0.06349206
0.5952382,0.60784316,0.49295774,0.122641504,0.3650794
0.6071429,0.7058823,0.7042253,0.7106918,0.42063496
